ID,Name,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antSaintDamageRate,antWeakA_DamageRate,antWeakB_DamageRate,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isLuckCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,pad_0,oldSortId,pad_1
210700,Darksword [Occult],2304,168,299000,6,1,400,200,100,18,18,0,86,50,10,35,35,-1,-1,-1,-1,-1,-1,700,210605,210605,210605,210605,210605,210605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,260,16,200,200,1,10,59,65,0,0,25,20,0,0,32,700,-1,23,0,-1,7,0,1,23,2,0,50,50,1,1,57,0,10,16,16,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,38,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,168,[0|0|0|0|0|0|0|0]
210800,Darksword [Fire],2304,169,299000,6,1,400,200,50,0,0,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,800,210005,210005,210005,210005,210005,210005,210805,210805,210805,210805,210805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,260,16,200,200,1,10,85,0,85,0,25,20,0,0,32,800,-1,24,0,-1,7,0,1,23,2,0,50,50,0,2,57,0,10,16,16,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,38,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,0,1,0,0,169,[0|0|0|0|0|0|0|0]
210900,Darksword [Chaos],2304,170,299000,6,1,400,200,50,0,0,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,900,210805,210805,210805,210805,210805,210805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,260,16,200,200,1,10,75,0,85,0,25,20,0,0,32,900,-1,25,0,-1,7,0,1,23,2,0,50,50,0,2,57,0,10,16,16,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,38,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,40,0,1,0,0,170,[0|0|0|0|0|0|0|0]
302000,Man-serpent Greatsword,2500,321,398000,7.5,1,600,400,50,88,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,0,302000,302000,302000,302000,302000,302000,302005,302005,302005,302005,302005,302010,302010,302010,302010,302010,1,1,1,1,100700,100710,100720,210,20,300,300,1,10,110,0,0,0,35,35,0,0,38,0,-1,16,0,-1,7,0,1,25,2,0,50,50,0,1,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,321,[0|0|0|0|0|0|0|0]
302100,Man-serpent Greatsword [Crystal],2500,322,398000,7.5,1,600,400,1,88,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,100,302010,302010,302010,302010,302010,302010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,210,20,30,30,1,10,110,0,0,0,35,35,0,0,38,100,-1,17,0,-1,7,0,1,25,2,0,50,50,0,1,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,5,0,1,0,0,322,[0|0|0|0|0|0|0|0]
302200,Man-serpent Greatsword [Lightning],2500,323,398000,7.5,1,600,400,500,0,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,200,302010,302010,302010,302010,302010,302010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,210,20,300,300,1,10,110,0,0,110,35,35,0,0,38,200,-1,18,0,-1,7,0,1,25,2,0,50,50,0,6,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,323,[0|0|0|0|0|0|0|0]
302300,Man-serpent Greatsword [Raw],2500,324,398000,7.5,1,600,400,50,66,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,300,302005,302005,302005,302005,302005,302005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,210,20,300,300,1,10,127,0,0,0,35,35,0,0,38,300,-1,19,0,-1,7,0,1,25,2,0,50,50,0,1,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,15,0,1,0,0,324,[0|0|0|0|0|0|0|0]
302400,Man-serpent Greatsword [Magic],2500,325,398000,7.5,1,600,400,50,25,0,63,0,60,10,40,40,-1,-1,-1,-1,-1,-1,400,302005,302005,302005,302005,302005,302005,302405,302405,302405,302405,302405,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,210,20,300,300,1,10,83,89,0,0,35,35,0,0,38,400,-1,20,0,-1,7,0,1,25,2,0,50,50,1,1,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,0,0,325,[0|0|0|0|0|0|0|0]
302500,Man-serpent Greatsword [Enchanted],2500,326,398000,7.5,1,600,400,50,18,0,62,0,60,10,40,40,-1,-1,-1,-1,-1,-1,500,302405,302405,302405,302405,302405,302405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,210,20,300,300,1,10,83,88,0,0,35,35,0,0,38,500,-1,21,0,-1,7,0,1,25,2,0,50,50,1,1,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,0,1,0,0,326,[0|0|0|0|0|0|0|0]
302600,Man-serpent Greatsword [Divine],2500,327,398000,7.5,1,600,400,100,34,0,0,63,60,10,40,40,-1,-1,-1,-1,-1,-1,600,302005,302005,302005,302005,302005,302005,302605,302605,302605,302605,302605,-1,-1,-1,-1,-1,1,1.1,1,1,100900,100910,100920,210,20,300,300,1,10,74,91,0,0,35,35,0,0,38,600,-1,22,0,-1,7,0,1,25,2,0,50,50,1,1,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25,0,1,0,0,327,[0|0|0|0|0|0|0|0]
302700,Man-serpent Greatsword [Occult],2500,328,398000,7.5,1,600,400,100,32,0,0,74,60,10,40,40,-1,-1,-1,-1,-1,-1,700,302605,302605,302605,302605,302605,302605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,210,20,300,300,1,10,76,83,0,0,35,35,0,0,38,700,-1,23,0,-1,7,0,1,25,2,0,50,50,1,1,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,328,[0|0|0|0|0|0|0|0]
302800,Man-serpent Greatsword [Fire],2500,329,398000,7.5,1,600,400,50,0,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,800,302005,302005,302005,302005,302005,302005,302805,302805,302805,302805,302805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,210,20,300,300,1,10,110,0,110,0,35,35,0,0,38,800,-1,24,0,-1,7,0,1,25,2,0,50,50,0,2,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,0,1,0,0,329,[0|0|0|0|0|0|0|0]
302900,Man-serpent Greatsword [Chaos],2500,330,398000,7.5,1,600,400,50,0,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,900,302805,302805,302805,302805,302805,302805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,210,20,300,300,1,10,96,0,110,0,35,35,0,0,38,900,-1,25,0,-1,7,0,1,25,2,0,50,50,0,2,0,2,12,24,0,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,40,0,1,0,0,330,[0|0|0|0|0|0|0|0]
306000,Stone Greatsword,2503,361,398000,12,0.5,1600,2000,100,100,55,100,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1200,306000,306000,306000,306000,306000,306000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,220,24,800,800,1,10,124,124,0,0,35,35,0,0,38,1200,220,-1,0,-1,7,0,1,25,2,0,50,50,1,1,77,2,12,18,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,46,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,361,[0|0|0|0|0|0|0|0]
314000,Great Lord Greatsword [Dagger],2507,421,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,100010,100010,100010,100010,100010,100010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,391,[0|0|0|0|0|0|0|0]
314100,Great Lord Greatsword [Parrying Dagger],2507,422,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,101010,101010,101010,101010,101010,101010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,392,[0|0|0|0|0|0|0|0]
314200,Great Lord Greatsword [Bandit's Knife],2507,423,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,103010,103010,103010,103010,103010,103010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,393,[0|0|0|0|0|0|0|0]
314300,Great Lord Greatsword [Shortsword],2507,424,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,200010,200010,200010,200010,200010,200010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,394,[0|0|0|0|0|0|0|0]
314400,Great Lord Greatsword [Longsword],2507,425,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,201010,201010,201010,201010,201010,201010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,395,[0|0|0|0|0|0|0|0]
314500,Great Lord Greatsword [Broadsword],2507,426,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,202010,202010,202010,202010,202010,202010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,396,[0|0|0|0|0|0|0|0]
314600,Great Lord Greatsword [Balder Side Sword],2507,427,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,204010,204010,204010,204010,204010,204010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,397,[0|0|0|0|0|0|0|0]
314700,Great Lord Greatsword [Sunlight Straight Sword],2507,428,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,206010,206010,206010,206010,206010,206010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,398,[0|0|0|0|0|0|0|0]
314800,Great Lord Greatsword [Barbed Straight Sword],2507,429,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,207010,207010,207010,207010,207010,207010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,399,[0|0|0|0|0|0|0|0]
314900,Great Lord Greatsword [Astora's Straight Sword],2507,430,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,209010,209010,209010,209010,209010,209010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,400,[0|0|0|0|0|0|0|0]
315000,Great Lord Greatsword [Darksword],2507,431,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,210010,210010,210010,210010,210010,210010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,401,[0|0|0|0|0|0|0|0]
315100,Great Lord Greatsword [Bastard Sword],2507,432,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,300010,300010,300010,300010,300010,300010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,1,0,0,402,[0|0|0|0|0|0|0|0]
