ID,Name,lotItemId01,lotItemId02,lotItemId03,lotItemId04,lotItemId05,lotItemId06,lotItemId07,lotItemId08,lotItemCategory01,lotItemCategory02,lotItemCategory03,lotItemCategory04,lotItemCategory05,lotItemCategory06,lotItemCategory07,lotItemCategory08,lotItemBasePoint01,lotItemBasePoint02,lotItemBasePoint03,lotItemBasePoint04,lotItemBasePoint05,lotItemBasePoint06,lotItemBasePoint07,lotItemBasePoint08,cumulateLotPoint01,cumulateLotPoint02,cumulateLotPoint03,cumulateLotPoint04,cumulateLotPoint05,cumulateLotPoint06,cumulateLotPoint07,cumulateLotPoint08,getItemFlagId01,getItemFlagId02,getItemFlagId03,getItemFlagId04,getItemFlagId05,getItemFlagId06,getItemFlagId07,getItemFlagId08,getItemFlagId,cumulateNumFlagId,cumulateNumMax,lotItem_Rarity,lotItemNum01,lotItemNum02,lotItemNum03,lotItemNum04,lotItemNum05,lotItemNum06,lotItemNum07,lotItemNum08,enableLuck01,enableLuck02,enableLuck03,enableLuck04,enableLuck05,enableLuck06,enableLuck07,enableLuck08,cumulateReset01,cumulateReset02,cumulateReset03,cumulateReset04,cumulateReset05,cumulateReset06,cumulateReset07,cumulateReset08
23900000,[Darkwraith - New Londo Ruins] Titanite Chunk- Titanite Slab,0,1030,1030,1070,0,0,0,0,-1,1073741824,1073741824,1073741824,0,0,0,0,75,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23900001,[Darkwraith - New Londo Ruins] Dark Hand,0,904000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23900220,[Darkwraith - New Londo Ruins] Titanite Chunk- Titanite Slab,0,1030,1030,1070,0,0,0,0,-1,1073741824,1073741824,1073741824,0,0,0,0,75,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000000,[Painting Guardian - Anor Londo] Painting Guardian Sword- Throwing Knife,0,405000,290,290,0,0,0,0,-1,0,1073741824,1073741824,0,0,0,0,80,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24100000,[Silver Knight - Anor Londo] Silv. Knight Str. Sword- Silver Knight Shield,0,208000,1473000,0,0,0,0,0,-1,0,0,0,0,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24100300,[Silver Knight (Spear) - Anor Londo] Silver Knight Spear- Silver Knight Shield,0,1006000,1473000,0,0,0,0,0,-1,0,0,0,0,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200000,[Undead Assassin - Undead Burg] Bandit's Knife- Target Shield,0,103000,1404000,0,0,0,0,0,-1,0,0,0,0,0,0,0,94,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200001,[Undead Assassin - Undead Burg] Hollow Thief's Hood,0,500000,0,0,0,0,0,0,-1,268435456,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200002,[Undead Assassin - Undead Burg] Hollow Thief's Leather Armor,0,501000,0,0,0,0,0,0,-1,268435456,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200003,[Undead Assassin - Undead Burg] Hollow Thief's Tights,0,503000,0,0,0,0,0,0,-1,268435456,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25600000,[Balder Knight (Crossbow) - Undead Burg] Balder Side Sword- Balder Shield,0,204000,1455000,0,0,0,0,0,-1,0,0,0,0,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25600300,[Balder Knight (Sword - Black Phantom) - Undead Burg] Balder Side Sword- Balder Shield,0,204000,1455000,0,0,0,0,0,-1,0,0,0,0,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25601000,[Balder Knight (Bow) - Sen's Fortress)] Balder Side Sword- Balder Shield,0,204000,1455000,0,0,0,0,0,-1,0,0,0,0,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25601300,[Balder Knight (Sword - Black Phantom) - Sen's Fortress)] Balder Side Sword- Balder Shield,0,204000,1455000,0,0,0,0,0,-1,0,0,0,0,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25700000,[Heavy Knight (Greatsword) - Undead Burg] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25700100,[Heavy Knight (Mace) - Undead Burg] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25701000,[Heavy Knight (Greatsword) - Sen's Fortress] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25701100,[Heavy Knight (Mace) - Sen's Fortress] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25701200,[Heavy Knight (Greatsword - Black Phantom) - Sen's Fortress] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25702000,[Heavy Knight (Greatsword) - Painted World] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25702100,[Heavy Knight (Mace) - Painted World] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25702200,[Heavy Knight (Greatsword - Black Phantom) - Painted World] Greatsword- Greataxe- Tower Shield,0,351000,750000,1501000,0,0,0,0,-1,0,0,0,0,0,0,0,91,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26700000,[Ghost (Male) - New Londo Ruins] Jagged Ghost Blade- Transient Curse,0,403000,312,0,0,0,0,0,-1,0,1073741824,0,0,0,0,0,90,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26800000,[Ghost (Female) - New Londo Ruins] Ghost Blade- Transient Curse,0,102000,312,0,0,0,0,0,-1,0,1073741824,0,0,0,0,0,60,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26900000,[Serpent Soldier - Sen's Fortress] Man-serpent Greatsword,0,302000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26900200,[Serpent Soldier - Duke's Archives] Man-serpent Greatsword,0,302000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26900300,[Serpent Soldier - Sen's Fortress] Man-serpent Greatsword,0,302000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28100000,[Infested Barbarian (Club) - Blighttown] Large Club,0,855000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29100000,[Giant Skeleton - Firelink] Murakumo,0,451000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29100200,[Giant Skeleton (Greatsword) - Catacombs] Murakumo,0,451000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29101100,[Giant Skeleton (Greatsword) - Tomb of the Giants] Murakumo,0,451000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29101400,[Giant Skeleton (Greatsword) - Nito] Murakumo,0,451000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29300000,[Bonewheel Skeleton] Bonewheel Shield,0,1506000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29300100,[Bonewheel Skeleton] Bonewheel Shield,0,1506000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32300100,[Moonlight Butterfly - Duke's Archives] Blue Titanite Chunk- Blue Titanite Slab,0,1040,1040,1080,0,0,0,0,-1,1073741824,1073741824,1073741824,0,0,0,0,75,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32400000,[Chaos Eater - Demon Ruins] Red Titanite Chunk- White Titanite Chunk- Red Titanite Slab,0,1060,1050,1100,0,0,0,0,-1,1073741824,1073741824,1073741824,0,0,0,0,75,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33200200,[Pinwheel - Tomb of the Giants] Mask of the Father- Mask of the Mother- Mask of the Child,0,590000,600000,610000,0,0,0,0,-1,268435456,268435456,268435456,0,0,0,0,85,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33200201,[Pinwheel - Tomb of the Giants] White Titanite Chunk- White Titanite Slab,0,1050,1050,1090,0,0,0,0,-1,1073741824,1073741824,1073741824,0,0,0,0,75,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41200000,[Stone Guardian - Royal Garden] Stone Greataxe,0,9015000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41300000,[Scarecrow (Plow) - Royal Garden] Bloodred Moss Clump- Purple Moss Clump- Blooming Purple Moss Clump- Four-pronged Plow,0,270,271,272,9016000,0,0,0,-1,1073741824,1073741824,1073741824,0,0,0,0,77,8,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500000,[Bloathead] Bloated Head,0,710000,0,0,0,0,0,0,-1,268435456,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41600000,[Bloathead Sorcerer] Bloated Sorcerer Head- Oolacile Catalyst,0,720000,9018000,0,0,0,0,0,-1,268435456,0,0,0,0,0,0,85,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
