ID,Name,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antSaintDamageRate,antWeakA_DamageRate,antWeakB_DamageRate,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isLuckCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,pad_0,oldSortId,pad_1
1411300,Crystal Ring Shield [Large Leather Shield],4802,2194,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1402010,1402010,1402010,1402010,1402010,1402010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2194,[0|0|0|0|0|0|0|0]
1411400,Crystal Ring Shield [Small Leather Shield],4802,2195,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1403010,1403010,1403010,1403010,1403010,1403010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2195,[0|0|0|0|0|0|0|0]
1411500,Crystal Ring Shield [Leather Shield,4802,2196,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1408010,1408010,1408010,1408010,1408010,1408010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2196,[0|0|0|0|0|0|0|0]
1411600,Crystal Ring Shield [Target Shield],4802,2197,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1404010,1404010,1404010,1404010,1404010,1404010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2197,[0|0|0|0|0|0|0|0]
1411700,Crystal Ring Shield [Buckler],4802,2198,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1405010,1405010,1405010,1405010,1405010,1405010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2198,[0|0|0|0|0|0|0|0]
1411800,Crystal Ring Shield [Cracked Round Shield],4802,2199,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1406010,1406010,1406010,1406010,1406010,1406010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2199,[0|0|0|0|0|0|0|0]
1411900,Crystal Ring Shield [Caduceus Round Shield],4802,2200,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1410010,1410010,1410010,1410010,1410010,1410010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2200,[0|0|0|0|0|0|0|0]
1412000,Crystal Ring Shield [Heater Shield],4802,2201,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1450010,1450010,1450010,1450010,1450010,1450010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2201,[0|0|0|0|0|0|0|0]
1412100,Crystal Ring Shield [Knight Shield],4802,2202,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1451010,1451010,1451010,1451010,1451010,1451010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2202,[0|0|0|0|0|0|0|0]
1412200,Crystal Ring Shield [Tower Kite Shield],4802,2203,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1452010,1452010,1452010,1452010,1452010,1452010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2203,[0|0|0|0|0|0|0|0]
1412300,Crystal Ring Shield [Grass Crest Shield],4802,2204,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1453010,1453010,1453010,1453010,1453010,1453010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2204,[0|0|0|0|0|0|0|0]
1412400,Crystal Ring Shield [Hollow Soldier Shield],4802,2205,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1454010,1454010,1454010,1454010,1454010,1454010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2205,[0|0|0|0|0|0|0|0]
1412500,Crystal Ring Shield [Balder Shield],4802,2206,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1455010,1455010,1455010,1455010,1455010,1455010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2206,[0|0|0|0|0|0|0|0]
1412600,Crystal Ring Shield [Warrior's Round Shield],4802,2207,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1460010,1460010,1460010,1460010,1460010,1460010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2207,[0|0|0|0|0|0|0|0]
1412700,Crystal Ring Shield [Iron Round Shield],4802,2208,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1461010,1461010,1461010,1461010,1461010,1461010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2208,[0|0|0|0|0|0|0|0]
1412800,Crystal Ring Shield [Spider Shield],4802,2209,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1462010,1462010,1462010,1462010,1462010,1462010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2209,[0|0|0|0|0|0|0|0]
1412900,Crystal Ring Shield [Spiked Shield],4802,2210,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1470010,1470010,1470010,1470010,1470010,1470010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2210,[0|0|0|0|0|0|0|0]
1413000,Crystal Ring Shield [Pierce Shield],4802,2211,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1475010,1475010,1475010,1475010,1475010,1475010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2211,[0|0|0|0|0|0|0|0]
1413100,Crystal Ring Shield [Sunlight Shield],4802,2212,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1472010,1472010,1472010,1472010,1472010,1472010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2212,[0|0|0|0|0|0|0|0]
1413200,Crystal Ring Shield [Red and White Round Shield],4802,2213,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1476010,1476010,1476010,1476010,1476010,1476010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2213,[0|0|0|0|0|0|0|0]
1413300,Crystal Ring Shield [Caduceus Kite Shield],4802,2214,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1477010,1477010,1477010,1477010,1477010,1477010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2214,[0|0|0|0|0|0|0|0]
1413400,Crystal Ring Shield [Gargoyle's Shield],4802,2215,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1478010,1478010,1478010,1478010,1478010,1478010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2215,[0|0|0|0|0|0|0|0]
1413500,Crystal Ring Shield [Eagle Shield],4802,2216,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1500010,1500010,1500010,1500010,1500010,1500010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2216,[0|0|0|0|0|0|0|0]
1413600,Crystal Ring Shield [Tower Shield],4802,2217,1498000,3,1,240,5000,1000,0,0,85,0,100,90,70,40,-1,-1,-1,-1,-1,-1,1700,1501010,1501010,1501010,1501010,1501010,1501010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,1531,120,120,120,1,10,0,135,0,0,20,20,0,0,69,1200,1531,-1,0,-1,7,0,12,48,2,0,54,50,0,1,92,0,15,10,0,0,0,99,0,0,50,20,0,4,0,0,0,30,30,85,50,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,2217,[0|0|0|0|0|0|0|0]
